ID,Name,Rarity,Category,Sell,Buy
1830,Guiding Reef Dragonbone,11,Materials,2000,20000
1831,Malformed Frenzybone,9,Materials,800,8000
1832,Effluvial Frenzybone,9,Materials,1200,12000
1833,Afflicted Frenzybone,10,Materials,1600,16000
1834,Guiding Rotted Dragonbone,11,Materials,2000,20000
1835,Simmering Wildbone,9,Materials,800,8000
1836,Volcanic Wildbone,9,Materials,1200,12000
1837,Dragonscorched Wildbone,10,Materials,1600,16000
1838,Guiding Volcanic Dragonbone,11,Materials,2000,20000
1839,Hoary Icebone,9,Materials,800,8000
1840,Tundra Icebone,9,Materials,1200,12000
1841,Everfrost Icebone,10,Materials,1600,16000
1842,Guiding Tundra Dragonbone,11,Materials,2000,20000
1843,Fierce Dragonvein Bone,9,Materials,2000,20000
1844,Heavy Dragonvein Bone,9,Materials,2500,25000
1845,Dragonvein Solidbone,10,Materials,3000,30000
1846,Elder Dragonvein Bone,11,Materials,3500,35000
1848,Spiritvein Slogbone,9,Materials,4000,40000
1849,Spiritvein Solidbone,10,Materials,4500,45000
1850,Elder Spiritvein Bone,11,Materials,5000,50000
1851,Spiritvein Gem Shard,10,Materials,7000,70000
1852,Spiritvein Gem,11,Materials,14000,140000
1853,Great Spiritvein Gem,11,Materials,21000,210000
1854,Rugged Mane,9,Materials,2000,20000
1856,Colorful Plume,9,Materials,2000,20000
1858,Fragrant Poison Sac,9,Materials,2000,20000
1859,Tempered Poison Sac,9,Materials,4000,40000
1860,Hydrated Sac,9,Materials,2500,25000
1861,Tempered Torrent Sac,9,Materials,4500,45000
1862,Muddy Crown,9,Materials,2000,20000
1863,Tempered Crown,9,Materials,4000,40000
1868,Blinding Cathode,9,Materials,2000,20000
1869,Tempered Cathode,9,Materials,4000,40000
1870,Enticing Viperthorn,9,Materials,2500,25000
1871,Tempered Viperthorn,9,Materials,4500,45000
1872,Ancient Great Horn,9,Materials,2000,20000
1873,Tempered Great Horn,9,Materials,4000,40000
1874,Flickering Flamepelt,9,Materials,2500,25000
1875,Tempered Flamepelt,9,Materials,4500,45000
1876,Crackling Thunderpelt,10,Materials,3500,35000
1877,Tempered Thunderpelt,10,Materials,5500,55000
1878,Queen's Scale,9,Materials,2500,25000
1879,Tempered Green Scale,9,Materials,4500,45000
1880,Pink Scale,9,Materials,2500,25000
1881,Tempered Pink Scale,9,Materials,4500,45000
1882,Dazzling Photophore+,9,Materials,2000,20000
1884,Rubbery Shell,9,Materials,2500,25000
1885,Tempered Rubbery Shell,9,Materials,4500,45000
1886,Obsidian Fur,9,Materials,2500,25000
1887,Tempered Hide,9,Materials,4500,45000
1888,Night Hood,9,Materials,2000,20000
1890,Inkstained Oilshell+,9,Materials,2500,25000
1891,Tempered Oilshell+,9,Materials,4500,45000
1892,Heavy Jaw,9,Materials,2000,20000
1894,Incandescent Magmafin,10,Materials,3000,30000
1895,Tempered Magmafin,10,Materials,5000,50000
1896,Metallic Scute,10,Materials,3000,30000
1897,Tempered Scute,10,Materials,5000,50000
1898,Coldblooded Icefang,10,Materials,3000,30000
1899,Tempered Icefang,10,Materials,5000,50000
1900,Sinister Silverpelt,10,Materials,4500,45000
1901,Tempered Silverpelt,10,Materials,6500,65000
1902,Smooth Icehide,10,Materials,3000,30000
1903,Tempered Icehide,10,Materials,5000,50000
1904,Crystal Frozenhide,10,Materials,3500,35000
1905,Tempered Frosthide,10,Materials,5500,55000
1906,Fatal Rendclaw,10,Materials,3000,30000
1907,Tempered Rendclaw,10,Materials,5000,50000
1908,Soulrender Talon,10,Materials,3500,35000
1909,Tempered Talon,10,Materials,5500,55000
1910,King's Scale,10,Materials,3000,30000
1911,Tempered Red Scale,10,Materials,5000,50000
1912,Azure Scale,10,Materials,3500,35000
1913,Tempered Azure Scale,10,Materials,5500,55000
1914,Twisted Bravehorn,10,Materials,3000,30000
1915,Twisted Temperhorn,10,Materials,5000,50000
1916,Blackcurl Tyranthorn,10,Materials,3500,35000
1917,Blackcurl Temperhorn,10,Materials,5500,55000
1918,Assassin Cutwing,10,Materials,3000,30000
1919,Tempered Cutwing,10,Materials,5000,50000
1920,Smoldering Tailedge,10,Materials,3000,30000
1921,Tempered Tailedge,10,Materials,5000,50000
1922,Honed Tailblade,10,Materials,3500,35000
1923,Tempered Tailblade,10,Materials,5500,55000
1924,Glossy Ebonshell,10,Materials,3000,30000
1925,Tempered Ebonshell,10,Materials,5000,50000
1926,Strongman's Jaw,10,Materials,3000,30000
1927,Tempered Jaw,10,Materials,5000,50000
1928,Shuddering Darkjaw,10,Materials,4500,45000
1929,Tempered Ebonjaw,10,Materials,6500,65000
1930,Charged Deathly Shocker,10,Materials,4500,45000
1931,Tempered Shocker,10,Materials,6500,65000
1932,Crimson Blastscale,11,Materials,4000,40000
1933,Tempered Blastscale,11,Materials,6000,60000
1934,Bloodstained Ebonhide,11,Materials,4000,40000
1935,Spattered Hide,11,Materials,6000,60000
1936,Solemn Azure Horn,11,Materials,4000,40000
1937,Tempered Azure Horn,11,Materials,6000,60000
1938,Hellfire Mane,11,Materials,4000,40000
1939,Tempered Crimson Mane,11,Materials,6000,60000
1940,Stormcall Steelwing,11,Materials,4000,40000
1941,Tempered Steelwing,11,Materials,6000,60000
1942,Azure Mane,11,Materials,4500,45000
1943,Tempered Azure Mane,11,Materials,6500,65000
1944,Aurora Crownhorn,11,Materials,4000,40000
1945,Tempered Crownhorn,11,Materials,6000,60000
1946,Twilight Fang,11,Materials,4000,40000
1947,Tempered Twilight Fang,11,Materials,6000,60000
1948,Enchanting Finehide,11,Materials,4000,40000
1949,Tempered Trancehide,11,Materials,6000,60000
1950,Extinction Greathorn,11,Materials,6500,65000
1951,Annihilating Temperhorn,11,Materials,9000,90000
1952,Moonlight Scale,11,Materials,6500,65000
1953,Tempered Gold Scale,11,Materials,9000,90000
1954,Scorching Scale,11,Materials,6500,65000
1955,Tempered Silver Scale,11,Materials,9000,90000
1956,Gushing Dragonhold,11,Materials,4500,45000
1957,Tempered Dragonhold,11,Materials,6500,65000
1958,Bloodthirsty Glimmerpelt,11,Materials,4500,45000
1959,Tempered Glimmerpelt,11,Materials,6500,65000
1964,Special Scope,1,Heavy Bowgun Mods,0,0
1965,Sublime First Wyverian Print,6,Materials,0,1
1966,Steam Ticket,11,Materials,0,1
1967,Giant Dragonvein Coal,7,Materials,1200,12000
1968,Phoenix Jewel 3,11,Decorations,8000,80000
1969,Guardian Jewel 2,10,Decorations,6000,60000
1970,Cooling Jewel 2,9,Decorations,5000,50000
1971,Fire Res Jewel+ 4,9,Decorations,5000,50000
1972,Water Res Jewel+ 4,9,Decorations,5000,50000
1973,Ice Res Jewel+ 4,9,Decorations,0,0
1974,Thunder Res Jewel+ 4,9,Decorations,5000,50000
1975,Dragon Res Jewel+ 4,9,Decorations,5000,50000
1976,Blaze Jewel+ 4,11,Decorations,5000,50000
1977,Stream Jewel+ 4,11,Decorations,5000,50000
1978,Frost Jewel+ 4,11,Decorations,5000,50000
1979,Bolt Jewel+ 4,11,Decorations,5000,50000
1980,Dragon Jewel+ 4,11,Decorations,5000,50000
1981,Venom Jewel+ 4,11,Decorations,5000,50000
1982,Paralyzer Jewel+ 4,11,Decorations,5000,50000
1983,Sleep Jewel+ 4,11,Decorations,5000,50000
1984,Blast Jewel+ 4,11,Decorations,5000,50000
1985,Hard Fire Res Jewel 4,11,Decorations,8000,80000
1986,Hard Water Res Jewel 4,11,Decorations,8000,80000
1987,Hard Ice Res Jewel 4,11,Decorations,8000,80000
1988,Hard Thunder Res Jewel 4,11,Decorations,8000,80000
1989,Hard Dragon Res Jewel 4,11,Decorations,8000,80000
1990,Antidote Jewel+ 4,9,Decorations,0,0
1991,Antipara Jewel+ 4,9,Decorations,0,0
1992,Pep Jewel+ 4,9,Decorations,5000,50000
1993,Steadfast Jewel+ 4,9,Decorations,5000,50000
1994,Antiblast Jewel+ 4,9,Decorations,5000,50000
1995,Suture Jewel+ 4,9,Decorations,5000,50000
1996,Def Lock Jewel+ 4,9,Decorations,5000,50000
1997,Miasma Jewel+ 4,9,Decorations,5000,50000
1998,Hungerless Jewel+ 4,9,Decorations,5000,50000
1999,Recovery Jewel+ 4,9,Decorations,5000,50000
2000,Tip Toe Jewel+ 4,9,Decorations,5000,50000
2001,Intimidator Jewel+ 4,9,Decorations,5000,50000
2002,Meowster Jewel+ 4,9,Decorations,5000,50000
2003,Hard Tip Toe Jewel 4,9,Decorations,5000,50000
2004,Hard Intimidator Jewel 4,9,Decorations,5000,50000
2005,Hard Meowster Jewel 4,9,Decorations,5000,50000
2006,Trueshot Jewel+ 4,12,Decorations,10000,100000
2007,Heavy Artillery Jewel+ 4,9,Decorations,5000,50000
2008,Botany Jewel+ 4,9,Decorations,5000,50000
2009,Geology Jewel+ 4,9,Decorations,5000,50000
2010,Survival Jewel+ 4,9,Decorations,5000,50000
2011,Mirewalker Jewel+ 4,9,Decorations,0,0
2012,Specimen Jewel+ 4,9,Decorations,5000,50000
2013,Sonorous Jewel+ 4,9,Decorations,5000,50000
2014,Hard Botany Jewel+ 4,11,Decorations,8000,80000
2015,Hard Geology Jewel 4,11,Decorations,8000,80000
2016,Hard Survival Jewel 4,11,Decorations,8000,80000
2017,Hard Specimen Jewel 4,11,Decorations,8000,80000
2018,Enduring Jewel+ 4,9,Decorations,5000,50000
2019,Defense Jewel+ 4,9,Decorations,5000,50000
2020,Hard Enduring Jewel 4,11,Decorations,8000,80000
2021,Hard Defense Jewel 4,10,Decorations,6000,60000
2022,Artillery Jewel+ 4,9,Decorations,5000,50000
2023,Earplug Jewel+ 4,12,Decorations,10000,100000
2024,Wind Resist Jewel+ 4,12,Decorations,10000,100000
2025,Attack Jewel+ 4,12,Decorations,10000,100000
2026,Expert Jewel+ 4,12,Decorations,10000,100000
2027,Handicraft Jewel+ 4,12,Decorations,10000,100000
2028,Throttle Jewel+ 4,11,Decorations,8000,80000
2029,Challenger Jewel+ 4,11,Decorations,8000,80000
2030,Potential Jewel+ 4,11,Decorations,8000,80000
2031,Furor Jewel+ 4,11,Decorations,8000,80000
2032,Physique Jewel+ 4,10,Decorations,6000,60000
2033,Evasion Jewel+ 4,11,Decorations,8000,80000
2034,Ironwall Jewel+ 4,10,Decorations,6000,60000
2035,Friendship Jewel+ 4,10,Decorations,6000,60000
2036,Drain/Physique Jewel 4,10,Decorations,6000,60000
2037,Fortitude/Physique Jewel 4,9,Decorations,5000,50000
2038,Crisis/Physique Jewel 4,9,Decorations,5000,50000
2039,Ironwall/Physique Jewel 4,10,Decorations,6000,60000
2040,Friendship/Physique Jewel 4,10,Decorations,6000,60000
2041,Satiated/Physique Jewel 4,9,Decorations,5000,50000
2042,Stonethrower/Physique Jewel 4,9,Decorations,5000,50000
2043,Resistor/Physique Jewel 4,10,Decorations,6000,60000
2044,Flight/Physique Jewel 4,10,Decorations,6000,60000
2045,Sprinter/Physique Jewel 4,10,Decorations,6000,60000
2046,Refresh/Physique Jewel 4,10,Decorations,6000,60000
2047,Jumping/Physique Jewel 4,10,Decorations,6000,60000
2048,Sheath/Physique Jewel 4,10,Decorations,6000,60000
2049,Gobbler/Physique Jewel 4,10,Decorations,6000,60000
2050,Grinder/Physique Jewel 4,10,Decorations,6000,60000
2051,Bomber/Physique Jewel 4,10,Decorations,6000,60000
2052,Fungiform/Physique Jewel 4,10,Decorations,6000,60000
2053,Slider/Physique Jewel 4,9,Decorations,5000,50000
2054,Guardian/Physique Jewel 4,9,Decorations,5000,50000
2055,Drain/Evasion Jewel 4,10,Decorations,6000,60000
2056,Fortitude/Evasion Jewel 4,9,Decorations,5000,50000
2057,Crisis/Evasion Jewel 4,9,Decorations,5000,50000
2058,Ironwall/Evasion Jewel 4,10,Decorations,6000,60000
2059,Friendship/Evasion Jewel 4,10,Decorations,6000,60000
2060,Satiated/Evasion Jewel 4,9,Decorations,5000,50000
2061,Stonethrower/Evasion Jewel 4,9,Decorations,5000,50000
2062,Resistor/Evasion Jewel 4,10,Decorations,6000,60000
2063,Flight/Evasion Jewel 4,10,Decorations,6000,60000
2064,Sprinter/Evasion Jewel 4,10,Decorations,6000,60000
2065,Refresh/Evasion Jewel 4,10,Decorations,6000,60000
2066,Jumping/Evasion Jewel 4,10,Decorations,6000,60000
2067,Sheath/Evasion Jewel 4,10,Decorations,6000,60000
2068,Gobbler/Evasion Jewel 4,10,Decorations,6000,60000
2069,Grinder/Evasion Jewel 4,10,Decorations,6000,60000
2070,Bomber/Evasion Jewel 4,10,Decorations,6000,60000
2071,Fungiform/Evasion Jewel 4,10,Decorations,6000,60000
2072,Slider/Evasion Jewel 4,9,Decorations,5000,50000
2073,Guardian/Evasion Jewel 4,9,Decorations,5000,50000
2074,Drain/Attack Jewel 4,10,Decorations,6000,60000
2075,Fortitude/Attack Jewel 4,9,Decorations,5000,50000
2076,Crisis/Attack Jewel 4,9,Decorations,5000,50000
2077,Ironwall/Attack Jewel 4,10,Decorations,6000,60000
2078,Friendship/Attack Jewel 4,10,Decorations,6000,60000
2079,Satiated/Attack Jewel 4,9,Decorations,5000,50000
2080,Stonethrower/Attack Jewel 4,9,Decorations,5000,50000
2081,Resistor/Attack Jewel 4,10,Decorations,6000,60000
2082,Flight/Attack Jewel 4,10,Decorations,6000,60000
2083,Sprinter/Attack Jewel 4,10,Decorations,6000,60000
2084,Refresh/Attack Jewel 4,10,Decorations,6000,60000
2085,Jumping/Attack Jewel 4,10,Decorations,6000,60000
2086,Sheath/Attack Jewel 4,10,Decorations,6000,60000
2087,Gobbler/Attack Jewel 4,10,Decorations,6000,60000
2088,Grinder/Attack Jewel 4,10,Decorations,6000,60000
2089,Bomber/Attack Jewel 4,10,Decorations,6000,60000
2090,Fungiform/Attack Jewel 4,10,Decorations,6000,60000
2091,Slider/Attack Jewel 4,9,Decorations,5000,50000
2092,Guardian/Attack Jewel 4,9,Decorations,5000,50000
2093,Drain/Expert Jewel 4,10,Decorations,6000,60000
2094,Fortitude/Expert Jewel 4,9,Decorations,5000,50000
2095,Crisis/Expert Jewel 4,9,Decorations,5000,50000
2096,Ironwall/Expert Jewel 4,10,Decorations,6000,60000
2097,Friendship/Expert Jewel 4,10,Decorations,6000,60000
2098,Satiated/Expert Jewel 4,9,Decorations,5000,50000
2099,Stonethrower/Expert Jewel 4,9,Decorations,5000,50000
2100,Resistor/Expert Jewel 4,10,Decorations,6000,60000
2101,Flight/Expert Jewel 4,10,Decorations,6000,60000
2102,Sprinter/Expert Jewel 4,10,Decorations,6000,60000
2103,Refresh/Expert Jewel 4,10,Decorations,6000,60000
2104,Jumping/Expert Jewel 4,10,Decorations,6000,60000
2105,Sheath/Expert Jewel 4,10,Decorations,6000,60000
2106,Gobbler/Expert Jewel 4,10,Decorations,6000,60000
2107,Grinder/Expert Jewel 4,10,Decorations,6000,60000
2108,Bomber/Expert Jewel 4,10,Decorations,6000,60000
2109,Fungiform/Expert Jewel 4,10,Decorations,6000,60000
2110,Slider/Expert Jewel 4,9,Decorations,5000,50000
2111,Guardian/Expert Jewel 4,9,Decorations,5000,50000
2112,Drain/Release Jewel 4,11,Decorations,8000,80000
2113,Fortitude/Release Jewel 4,10,Decorations,6000,60000
2114,Crisis/Release Jewel 4,10,Decorations,6000,60000
2115,Ironwall/Release Jewel 4,11,Decorations,8000,80000
2116,Friendship/Release Jewel 4,11,Decorations,8000,80000
2117,Satiated/Release Jewel 4,10,Decorations,6000,60000
2118,Stonethrower/Release Jewel 4,10,Decorations,6000,60000
2119,Resistor/Release Jewel 4,11,Decorations,8000,80000
2120,Flight/Release Jewel 4,11,Decorations,8000,80000
2121,Sprinter/Release Jewel 4,11,Decorations,8000,80000
2122,Refresh/Release Jewel 4,11,Decorations,8000,80000
2123,Jumping/Release Jewel 4,11,Decorations,8000,80000
2124,Sheath/Release Jewel 4,11,Decorations,8000,80000
2125,Gobbler/Release Jewel 4,11,Decorations,8000,80000
2126,Grinder/Release Jewel 4,11,Decorations,8000,80000
2127,Bomber/Release Jewel 4,11,Decorations,8000,80000
2128,Fungiform/Release Jewel 4,11,Decorations,8000,80000
2129,Slider/Release Jewel 4,10,Decorations,6000,60000
2130,Guardian/Release Jewel 4,10,Decorations,6000,60000
2131,Drain/Handicraft Jewel 4,11,Decorations,8000,80000
2132,Fortitude/Handicraft Jewel 4,10,Decorations,6000,60000
2133,Crisis/Handicraft Jewel 4,10,Decorations,6000,60000
2134,Ironwall/Handicraft Jewel 4,11,Decorations,8000,80000
2135,Friendship/Handicraft Jewel 4,11,Decorations,8000,80000
2136,Satiated/Handicraft Jewel 4,10,Decorations,6000,60000
2137,Stonethrower/Handicraft Jewel 4,10,Decorations,6000,60000
2138,Resistor/Handicraft Jewel 4,11,Decorations,8000,80000
2139,Flight/Handicraft Jewel 4,11,Decorations,8000,80000
2140,Sprinter/Handicraft Jewel 4,11,Decorations,8000,80000
2141,Refresh/Handicraft Jewel 4,11,Decorations,8000,80000
2142,Jumping/Handicraft Jewel 4,11,Decorations,8000,80000
2143,Sheath/Handicraft Jewel 4,11,Decorations,8000,80000
2144,Gobbler/Handicraft Jewel 4,11,Decorations,8000,80000
2145,Grinder/Handicraft Jewel 4,11,Decorations,8000,80000
2146,Bomber/Handicraft Jewel 4,11,Decorations,8000,80000
2147,Fungiform/Handicraft Jewel 4,11,Decorations,8000,80000
2148,Slider/Handicraft Jewel 4,10,Decorations,6000,60000
2149,Guardian/Handicraft Jewel 4,10,Decorations,6000,60000
2150,Footing/Protection Jewel 4,10,Decorations,6000,60000
2151,Charger/Protection Jewel 4,10,Decorations,6000,60000
2152,Enhancer/Protection Jewel 4,10,Decorations,6000,60000
2153,Destroyer/Protection Jewel 4,10,Decorations,6000,60000
2154,KO/Protection Jewel 4,10,Decorations,6000,60000
2155,Potential/Protection Jewel 4,10,Decorations,6000,60000
2156,Wind Resist/Protection Jewel 4,10,Decorations,6000,60000
2157,Draw/Protection Jewel 4,10,Decorations,6000,60000
2158,Throttle/Protection Jewel 4,10,Decorations,6000,60000
2159,Challenger/Protection Jewel 4,10,Decorations,6000,60000
2160,Flawless/Protection Jewel 4,10,Decorations,6000,60000
2161,Furor/Protection Jewel 4,10,Decorations,6000,60000
2162,Mighty/Protection Jewel 4,10,Decorations,6000,60000
2163,Brace/Protection Jewel 4,10,Decorations,6000,60000
2164,Phoenix/Protection Jewel 4,11,Decorations,8000,80000
2165,Earplug/Protection Jewel 4,11,Decorations,8000,80000
2166,Critical/Protection Jewel 4,11,Decorations,8000,80000
2167,Tenderizer/Protection Jewel 4,11,Decorations,8000,80000
2168,Handicraft/Protection Jewel 4,11,Decorations,8000,80000
2169,Release/Protection Jewel 4,10,Decorations,6000,60000
2170,Footing/Medicine Jewel 4,10,Decorations,6000,60000
2171,Charger/Medicine Jewel 4,10,Decorations,6000,60000
2172,Enhancer/Medicine Jewel 4,10,Decorations,6000,60000
2173,Destroyer/Medicine Jewel 4,10,Decorations,6000,60000
2174,KO/Medicine Jewel 4,10,Decorations,6000,60000
2175,Potential/Medicine Jewel 4,10,Decorations,6000,60000
2176,Wind Resist/Medicine Jewel 4,10,Decorations,6000,60000
2177,Draw/Medicine Jewel 4,10,Decorations,6000,60000
2178,Throttle/Medicine Jewel 4,10,Decorations,6000,60000
2179,Challenger/Medicine Jewel 4,10,Decorations,6000,60000
2180,Flawless/Medicine Jewel 4,10,Decorations,6000,60000
2181,Furor/Medicine Jewel 4,10,Decorations,6000,60000
2182,Mighty/Medicine Jewel 4,10,Decorations,6000,60000
2183,Brace/Medicine Jewel 4,10,Decorations,6000,60000
2184,Phoenix/Medicine Jewel 4,11,Decorations,8000,80000
2185,Earplug/Medicine Jewel 4,11,Decorations,8000,80000
2186,Critical/Medicine Jewel 4,11,Decorations,8000,80000
2187,Tenderizer/Medicine Jewel 4,11,Decorations,8000,80000
2188,Handicraft/Medicine Jewel 4,11,Decorations,8000,80000
2189,Release/Medicine Jewel 4,11,Decorations,8000,80000
2190,Footing/Vitality Jewel 4,10,Decorations,6000,60000
2191,Charger/Vitality Jewel 4,10,Decorations,6000,60000
2192,Enhancer/Vitality Jewel 4,10,Decorations,6000,60000
2193,Destroyer/Vitality Jewel 4,10,Decorations,6000,60000
2194,KO/Vitality Jewel 4,10,Decorations,6000,60000
2195,Potential/Vitality Jewel 4,10,Decorations,6000,60000
2196,Wind Resist/Vitality Jewel 4,10,Decorations,6000,60000
2197,Draw/Vitality Jewel 4,10,Decorations,6000,60000
2198,Throttle/Vitality Jewel 4,10,Decorations,6000,60000
2199,Challenger/Vitality Jewel 4,10,Decorations,6000,60000
2200,Flawless/Vitality Jewel 4,10,Decorations,6000,60000
2201,Furor/Vitality Jewel 4,10,Decorations,6000,60000
2202,Mighty/Vitality Jewel 4,10,Decorations,6000,60000
2203,Brace/Vitality Jewel 4,10,Decorations,6000,60000
2204,Phoenix/Vitality Jewel 4,11,Decorations,8000,80000
2205,Earplug/Vitality Jewel 4,11,Decorations,8000,80000
2206,Critical/Vitality Jewel 4,11,Decorations,8000,80000
2207,Tenderizer/Vitality Jewel 4,11,Decorations,8000,80000
2208,Handicraft/Vitality Jewel 4,11,Decorations,8000,80000
2209,Release/Vitality Jewel 4,11,Decorations,8000,80000
2210,Footing/Maintenance Jewel 4,10,Decorations,6000,60000
2211,Charger/Maintenance Jewel 4,10,Decorations,6000,60000
2212,Enhancer/Maintenance Jewel 4,10,Decorations,6000,60000
2213,Destroyer/Maintenance Jewel 4,10,Decorations,6000,60000
2214,KO/Maintenance Jewel 4,10,Decorations,6000,60000
2215,Potential/Maintenance Jewel 4,10,Decorations,6000,60000
2216,Wind Resist/Maintenance Jewel 4,10,Decorations,6000,60000
2217,Draw/Maintenance Jewel 4,10,Decorations,6000,60000
2218,Throttle/Maintenance Jewel 4,10,Decorations,6000,60000
2219,Challenger/Maintenance Jewel 4,10,Decorations,6000,60000
2220,Flawless/Maintenance Jewel 4,10,Decorations,6000,60000
2221,Furor/Maintenance Jewel 4,10,Decorations,6000,60000
2222,Mighty/Maintenance Jewel 4,10,Decorations,6000,60000
2223,Brace/Maintenance Jewel 4,10,Decorations,6000,60000
2224,Phoenix/Maintenance Jewel 4,11,Decorations,8000,80000
2225,Earplug/Maintenance Jewel 4,11,Decorations,8000,80000
2226,Critical/Maintenance Jewel 4,11,Decorations,8000,80000
2227,Tenderizer/Maintenance Jewel 4,11,Decorations,8000,80000
2228,Handicraft/Maintenance Jewel 4,11,Decorations,8000,80000
2229,Release/Maintenance Jewel 4,11,Decorations,8000,80000
2230,Footing/Physique Jewel 4,11,Decorations,8000,80000
2231,Charger/Physique Jewel 4,11,Decorations,8000,80000
2232,Enhancer/Physique Jewel 4,11,Decorations,8000,80000
2233,Destroyer/Physique Jewel 4,11,Decorations,8000,80000
2234,KO/Physique Jewel 4,11,Decorations,8000,80000
2235,Potential/Physique Jewel 4,11,Decorations,8000,80000
2236,Wind Resist/Physique Jewel 4,11,Decorations,8000,80000
2237,Draw/Physique Jewel 4,11,Decorations,8000,80000
2238,Throttle/Physique Jewel 4,11,Decorations,8000,80000
2239,Challenger/Physique Jewel 4,11,Decorations,8000,80000
2240,Flawless/Physique Jewel 4,11,Decorations,8000,80000
2241,Furor/Physique Jewel 4,11,Decorations,8000,80000
2242,Mighty/Physique Jewel 4,11,Decorations,8000,80000
2243,Brace/Physique Jewel 4,11,Decorations,8000,80000
2244,Phoenix/Physique Jewel 4,12,Decorations,10000,100000
2245,Earplug/Physique Jewel 4,12,Decorations,10000,100000
2246,Critical/Physique Jewel 4,12,Decorations,10000,100000
2247,Tenderizer/Physique Jewel 4,12,Decorations,10000,100000
2248,Handicraft/Physique Jewel 4,12,Decorations,10000,100000
2249,Release/Physique Jewel 4,12,Decorations,10000,100000
2250,Footing/Evasion Jewel 4,11,Decorations,8000,80000
2251,Charger/Evasion Jewel 4,11,Decorations,8000,80000
2252,Enhancer/Evasion Jewel 4,11,Decorations,8000,80000
2253,Destroyer/Evasion Jewel 4,11,Decorations,8000,80000
2254,KO/Evasion Jewel 4,11,Decorations,8000,80000
2255,Potential/Evasion Jewel 4,11,Decorations,8000,80000
2256,Wind Resist/Evasion Jewel 4,11,Decorations,8000,80000
2257,Draw/Evasion Jewel 4,11,Decorations,8000,80000
2258,Throttle/Evasion Jewel 4,11,Decorations,8000,80000
2259,Challenger/Evasion Jewel 4,11,Decorations,8000,80000
2260,Flawless/Evasion Jewel 4,11,Decorations,8000,80000
2261,Furor/Evasion Jewel 4,11,Decorations,8000,80000
2262,Mighty/Evasion Jewel 4,11,Decorations,8000,80000
2263,Brace/Evasion Jewel 4,11,Decorations,8000,80000
2264,Phoenix/Evasion Jewel 4,12,Decorations,10000,100000
2265,Earplug/Evasion Jewel 4,12,Decorations,10000,100000
2266,Critical/Evasion Jewel 4,12,Decorations,10000,100000
2267,Tenderizer/Evasion Jewel 4,12,Decorations,10000,100000
2268,Handicraft/Evasion Jewel 4,12,Decorations,10000,100000
2269,Release/Evasion Jewel 4,12,Decorations,10000,100000
2270,Survival Jewel 1,9,Decorations,2000,20000
2272,Warming Jewel 2,9,Decorations,0,0
2273,Diversion Jewel 3,11,Decorations,8000,80000
2274,Acrobat Jewel 3,11,Decorations,8000,80000
2275,Shaver Jewel 3,11,Decorations,8000,80000
2318,Bamboo Screen (Small),4,Furniture,900,9000
2319,Bamboo Screen (Large),4,Furniture,900,9000
2320,Intimate Bench,4,Furniture,900,9000
2321,Intimate Bed,4,Furniture,900,9000
2322,Intimate Table,4,Furniture,900,9000
2323,Intimate Chairs,4,Furniture,900,9000
2324,Steaming Hot Pot,4,Furniture,900,9000
2325,Intimate Chest,4,Furniture,900,9000
2326,Felyne Daruma (Red),4,Furniture,900,9000
2327,Felyne Daruma (Gold),4,Furniture,900,9000
2328,Lucky Felyne,4,Furniture,900,9000
2329,Lucky Melynx,4,Furniture,900,9000
2330,Gourds,4,Furniture,900,9000
2331,Mini Throw Pillows,4,Furniture,900,9000
2332,Third Fleet Master Painting,4,Furniture,900,9000
2333,Folding Fan,4,Furniture,900,9000
2334,Folding Fan (Gold),4,Furniture,900,9000
2335,Folding Fan (Pink),4,Furniture,900,9000
2336,Intimate Long Desk,4,Furniture,900,9000
2337,Intimate Dresser,4,Furniture,900,9000
2338,Intimate Lights,4,Furniture,900,9000
2339,Hanging Scroll (Hunt),4,Furniture,900,9000
2340,Hanging Scroll (Boaboa),4,Furniture,900,9000
2341,Hanging Scroll (Slogan),4,Furniture,900,9000
2342,Hanging Scroll (Water Oil),4,Furniture,900,9000
2343,New World Painting,4,Furniture,900,9000
2344,Woven Mats (1F),4,Furniture,900,9000
2345,Woven Mats (2F),4,Furniture,900,9000
2346,Decorative Sword,4,Furniture,900,9000
2347,Arranged Flowers,4,Furniture,900,9000
2348,The Comforts of Home,4,Soundtrack,900,9000
2349,Preparing for the Journey - Living Quarters,4,Soundtrack,900,9000
2350,Dreams of Tomorrow - Private Quarters,4,Soundtrack,900,9000
2351,Gorgeous Days - Private Suite,4,Soundtrack,900,9000
2352,A Brand New Day,4,Soundtrack,900,9000
2353,The Gracious Villagers,4,Soundtrack,900,9000
2354,Moga on the Sea,4,Soundtrack,900,9000
2355,Harbor of the Sun - Val Habar,4,Soundtrack,900,9000
2356,Proof of a Hero - Monster Hunter: World Version,4,Soundtrack,900,9000
2357,Guidance,4,Soundtrack,900,9000
2358,Pride of a Nameless Hunter,4,Soundtrack,900,9000
2359,Succession of Light,4,Soundtrack,900,9000
2360,Tales Spun through Song,4,Soundtrack,900,9000
2361,Saudade,4,Soundtrack,900,9000
2362,Save Room,4,Soundtrack,900,9000
2363,Black Impact,4,Soundtrack,900,9000
2364,A Day in the Town,4,Soundtrack,900,9000
2365,Bustlin' Dundorma,4,Soundtrack,900,9000
