_id,name,rarity,carry_capacity,buy,sell,description,icon_name,icon_color,account
2522,Blangonga Item,4,3,0,0,An unappraised Blangonga material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2523,Rajang Item,6,3,0,0,An unappraised Rajang material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2524,Furious Rajang Item,6,3,0,0,An unappraised furious Rajang material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2525,Kushala Daora Item,4,3,0,0,An unappraised K.Daora material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2526,Chameleos Item,4,3,0,0,An unappraised Chameleos material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,5,0
2527,Teostra Item,4,3,0,0,An unappraised Teostra material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2528,Bulldrome Item,4,3,0,0,An unappraised Bulldrome material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,7,0
2529,Tigrex Item,4,3,0,0,An unappraised Tigrex material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2530,Grimclaw Item,7,3,0,0,An unappraised Grimclaw material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,15,0
2531,Akantor Item,6,3,0,0,An unappraised Akantor material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2532,Lavasioth Item,4,3,0,0,An unappraised Lavasioth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2533,Nargacuga Item,4,3,0,0,An unappraised Nargacuga material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2534,Silverwind Item,7,3,0,0,An unappraised Silverwind material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2535,Ukanlos Item,6,3,0,0,An unappraised Ukanlos material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2536,Deviljho Item,6,3,0,0,An unappraised Deviljho material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,13,0
2537,Savage Deviljho Item,6,3,0,0,An unappraised savage Deviljho material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2538,Uragaan Item,4,3,0,0,An unappraised Uragaan material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2539,Crystalbeard Item,7,3,0,0,An unappraised Crystalbeard material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,5,0
2540,Lagiacrus Item,4,3,0,0,An unappraised Lagiacrus material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,6,0
2541,Royal Ludroth Item,4,3,0,0,An unappraised Royal Ludroth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2542,Agnaktor Item,4,3,0,0,An unappraised Agnaktor material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2543,Alatreon Item,7,3,0,0,An unappraised Alatreon material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,5,0
2544,Duramboros Item,4,3,0,0,An unappraised Duramboros material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,2,0
2545,Nibelsnarf Item,4,3,0,0,An unappraised Nibelsnarf material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,11,0
2546,Zinogre Item,4,3,0,0,An unappraised Zinogre material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,12,0
2547,Thunderlord Item,7,3,0,0,An unappraised Thunderlord material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2548,Amatsu Item,4,3,0,0,An unappraised Amatsu material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2549,Arzuros Item,4,3,0,0,An unappraised Arzuros material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,3,0
2550,Redhelm Item,7,3,0,0,An unappraised Redhelm material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2551,Lagombi Item,4,3,0,0,An unappraised Lagombi material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2552,Snowbaron Item,7,3,0,0,An unappraised Snowbaron material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,5,0
2553,Volvidon Item,4,3,0,0,An unappraised Volvidon material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2554,Brachydios Item,4,3,0,0,An unappraised Brachydios material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,3,0
2555,Kecha Wacha Item,4,3,0,0,An unappraised Kecha Wacha material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,7,0
2556,Tetsucabra Item,4,3,0,0,An unappraised Tetsucabra material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2557,Drilltusk Item,7,3,0,0,An unappraised Drilltusk material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,14,0
2558,Zamtrios Item,4,3,0,0,An unappraised Zamtrios material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,6,0
2559,Najarala Item,4,3,0,0,An unappraised Najarala material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,11,0
2560,Seltas Queen Item,4,3,0,0,An unappraised Seltas Queen material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,13,0
2561,Gore Magala Item,4,3,0,0,An unappraised Gore Magala material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2562,Shagaru Magala Item,4,3,0,0,An unappraised S.Magala material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2563,Seltas Item,4,3,0,0,An unappraised Seltas material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,2,0
2564,Seregios Item,4,3,0,0,An unappraised Seregios material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2565,Malfestio Item,4,3,0,0,An unappraised Malfestio material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,15,0
2566,Glavenus Item,4,3,0,0,An unappraised Glavenus material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,15,0
2567,Hellblade Item,7,3,0,0,An unappraised Hellblade material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,14,0
2568,Astalos Item,4,3,0,0,An unappraised Astalos material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,13,0
2569,Mizutsune Item,4,3,0,0,An unappraised Mizutsune material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,16,0
2570,Gammoth Item,4,3,0,0,An unappraised Gammoth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,11,0
2571,Nakarkos Item,4,3,0,0,An unappraised Nakarkos material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2572,Great Maccao Item,4,3,0,0,An unappraised G.Maccao material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,13,0
2573,Aptonoth Item,4,8,0,0,An unappraised Aptonoth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2574,Apceros Item,4,8,0,0,An unappraised Apceros material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2575,Kelbi Item,4,8,0,0,An unappraised Kelbi material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,2,0
2576,Mosswine Item,4,8,0,0,An unappraised Mosswine material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,13,0
2577,Hornetaur Item,4,8,0,0,An unappraised Hornetaur material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2578,Vespoid Item,4,8,0,0,An unappraised Vespoid material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2579,Velociprey Item,4,8,0,0,An unappraised Velociprey material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,3,0
2580,Genprey Item,4,8,0,0,An unappraised Genprey material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,2,0
2581,Ioprey Item,4,8,0,0,An unappraised Ioprey material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2582,Cephalos Item,4,8,0,0,An unappraised Cephalos material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,6,0
2583,Bullfango Item,4,8,0,0,An unappraised Bullfango material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,7,0
2584,Popo Item,4,8,0,0,An unappraised Popo material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2585,Giaprey Item,4,8,0,0,An unappraised Giaprey material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2586,Anteka Item,4,8,0,0,An unappraised Anteka material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2587,Remobra Item,4,8,0,0,An unappraised Remobra material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2588,Hermitaur Item,4,8,0,0,An unappraised Hermitaur material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2589,Ceanataur Item,4,8,0,0,An unappraised Ceanataur material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,3,0
2590,Blango Item,4,8,0,0,An unappraised Blango material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2591,Rhenoplos Item,4,8,0,0,An unappraised Rhenoplos material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2592,Bnahabra Item,4,8,0,0,An unappraised Bnahabra material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2593,Altaroth Item,4,8,0,0,An unappraised Altaroth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,9,0
2594,Jaggi Item,4,8,0,0,An unappraised Jaggi material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,5,0
2595,Jaggia Item,4,8,0,0,An unappraised Jaggia material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,5,0
2596,Ludroth Item,4,8,0,0,An unappraised Ludroth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,9,0
2597,Uroktor Item,4,8,0,0,An unappraised Uroktor material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2598,Slagtoth Item,4,8,0,0,An unappraised Slagtoth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,2,0
2599,Gargwa Item,4,8,0,0,An unappraised Gargwa material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,6,0
2600,Zamite Item,4,8,0,0,An unappraised Zamite material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,6,0
2601,Konchu Item,4,8,0,0,An unappraised Konchu material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,11,0
2602,Maccao Item,4,8,0,0,An unappraised Maccao material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,13,0
2603,Larinoth Item,4,8,0,0,An unappraised Larinoth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,13,0
2604,Moofah Item,4,8,0,0,An unappraised Moofah material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2605,Basarios Item,6,3,0,0,An unappraised Basarios material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2606,Gravios Item,6,3,0,0,An unappraised Gravios material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2607,Diablos Item,6,3,0,0,An unappraised Diablos material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,11,0
2608,Bloodbath Item,8,3,0,0,An unappraised Bloodbath material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,15,0
2609,Lao-Shan Lung Item,8,3,0,0,An unappraised Lao-Shan Lung material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2610,Fatalis Item,8,3,0,0,An unappraised Fatalis material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2611,Crimson Fatalis Item,8,3,0,0,An unappraised crimson Fatalis material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2612,Old Fatalis Item,8,3,0,0,An unappraised old Fatalis material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2613,Rustrazor Item,8,3,0,0,An unappraised Rustrazor material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,15,0
2614,Congalala Item,6,3,0,0,An unappraised Congalala material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,8,0
2615,Giadrome Item,6,3,0,0,An unappraised Giadrome material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2616,Barioth Item,6,3,0,0,An unappraised Barioth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2617,Barroth Item,6,3,0,0,An unappraised Barroth material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,7,0
2618,Nerscylla Item,6,3,0,0,An unappraised Nerscylla material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2619,Chaotic G.Magala Item,8,3,0,0,An unappraised Chaotic Gore Magala material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2620,Raging Brachydios Item,8,3,0,0,An unappraised R.Brachydios material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,1,0
2621,Nightcloak Item,8,3,0,0,An unappraised Nightcloak material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,15,0
2622,Boltreaver Item,8,3,0,0,An unappraised Boltreaver material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,12,0
2623,Soulseer Item,8,3,0,0,An unappraised Soulseer material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,14,0
2624,Elderfrost Item,8,3,0,0,An unappraised Elderfrost material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2625,Valstrax Item,6,3,0,0,An unappraised Valstrax material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,0,0
2626,Ruin Item,8,3,0,0,An unappraised Ahtal-Ka material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,10,0
2627,Empress Item,8,3,0,0,An unappraised Ahtal-Ka material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2628,Conga Item,6,8,0,0,An unappraised Conga material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,8,0
2629,Great Thunderbug Item,6,8,0,0,An unappraised G.Thunderbug material obtained by a Prowler using Pilfer or Plunderang.,icon_question_mark,4,0
2630,Lagniapple,4,99,1000,100,An apple popular amongst Felyne connoisseurs. It is a popular item to trade.,icon_seed,2,0
2631,Big Lagniapple,6,99,2000,200,An apple highly sought after by Felyne connoisseurs. It has very high trade value.,icon_seed,11,0
2632,Huge Lagniapple,8,99,3000,300,An apple highly sought after by Felyne connoisseurs. It has extremely high trade value.,icon_seed,5,0
2633,Training Guide,4,99,5000,500,A manual detailing the exploits of a veteran Felyne warrior. It increases training effectiveness.,icon_book,6,0
2634,Training Codex,6,99,10000,1000,The memoirs of a Felyne that fought many battles. It greatly increases training effectiveness.,icon_book,1,0
2635,Training Compendium,8,99,20000,2000,The compiled wisdom of a Felyne hero. It increases training effectiveness immeasurably.,icon_book,16,0
2636,Felyne Codex,6,99,20000,2000,A collaboration between Palicoes that helps change Support/Skills to whatever you feel is useful.,icon_book,13,0
2637,Timeworn Ballista Shot,5,10,100,10,An old piece of ballista ammo embedded in the bone of a Nakarkos. (Account Item),icon_ammo,11,1
2638,Antidote Jwl 1,4,99,400,40,A Decoration that boosts Poison skills.,icon_jewel,5,0
2639,Antidote Jwl 2,5,99,800,80,A Decoration that boosts Poison skills.,icon_jewel,5,0
2640,Paralysis Jwl 1,4,99,400,40,A Decoration that boosts Paralysis skills.,icon_jewel,4,0
2641,Paralysis Jwl 2,5,99,800,80,A Decoration that boosts Paralysis skills.,icon_jewel,4,0
2642,Pep Jwl 1,4,99,400,40,A Decoration that boosts Sleep skills.,icon_jewel,6,0
2643,Pep Jwl 2,5,99,800,80,A Decoration that boosts Sleep skills.,icon_jewel,6,0
2644,Steadfast Jwl 1,4,99,400,40,A Decoration that boosts Stun skills.,icon_jewel,3,0
2645,Standfast Jwl 1,4,99,400,40,A Decoration that boosts Stun skills.,icon_jewel,3,0
2646,Earplug Jwl 1,4,99,400,40,A Decoration that boosts Hearing skills.,icon_jewel,10,0
2647,Earplug Jwl 3,6,99,800,80,A Decoration that boosts Hearing skills.,icon_jewel,10,0
2648,Wind Res Jwl 1,4,99,400,40,A Decoration that boosts Wind Res skills.,icon_jewel,10,0
2649,Wind Res Jwl 2,5,99,800,80,A Decoration that boosts Wind Res skills.,icon_jewel,10,0
2650,Footing Jwl 1,4,99,400,40,A Decoration that boosts Tremor Res skills.,icon_jewel,5,0
2651,Tectonic Jwl 1,4,99,400,40,A Decoration that boosts Tremor Res skills.,icon_jewel,5,0
2652,Bind Jwl 1,4,99,400,40,A Decoration that boosts Bind Res skills.,icon_jewel,0,0
2653,Shackle Jwl 1,4,99,400,40,A Decoration that boosts Bind Res skills.,icon_jewel,0,0
2654,Heat Res Jwl 1,4,99,400,40,A Decoration that boosts Heat Res skills.,icon_jewel,6,0
2655,Cold Res Jwl 1,4,99,400,40,A Decoration that boosts Cold Res skills.,icon_jewel,7,0
2656,Polar Jwl 1,4,99,400,40,A Decoration that boosts ColdBlooded skills.,icon_jewel,3,0
2657,Polar Jwl 3,6,99,800,40,A Decoration that boosts ColdBlooded skills.,icon_jewel,3,0
2658,Solar Jwl 1,4,99,400,40,A Decoration that boosts HotBlooded skills.,icon_jewel,1,0
2659,Solar Jwl 3,6,99,800,40,A Decoration that boosts HotBlooded skills.,icon_jewel,1,0
2660,Safe Jwl 1,4,99,400,40,A Decoration that boosts Anti-Theft skills.,icon_jewel,10,0
2661,Def Lock Jwl 1,4,99,400,40,A Decoration that boosts Def Lock skills.,icon_jewel,5,0
2662,Sane Jwl 1,4,99,400,40,A Decoration that boosts Frenzy Res skills.,icon_jewel,5,0
2663,Sane Jwl 3,6,99,800,80,A Decoration that boosts Frenzy Res skills.,icon_jewel,5,0
2664,Biology Jwl 1,4,99,400,40,A Decoration that boosts Biology skills.,icon_jewel,5,0
2665,Microbio Jwl 1,4,99,400,40,A Decoration that boosts Biology skills.,icon_jewel,5,0
2666,Staunch Jwl 1,4,99,400,40,A Decoration that boosts Bleeding skills.,icon_jewel,8,0
2667,Attack Jwl 1,4,99,400,40,A Decoration that boosts Attack skills.,icon_jewel,1,0
2668,Attack Jwl 2,5,99,800,80,A Decoration that boosts Attack skills.,icon_jewel,1,0
2669,Attack Jwl 3,6,99,800,80,A Decoration that boosts Attack skills.,icon_jewel,1,0
2670,Defense Jwl 1,4,99,400,40,A Decoration that boosts Defense skills.,icon_jewel,3,0
2671,Defense Jwl 2,5,99,800,80,A Decoration that boosts Defense skills.,icon_jewel,3,0
2672,Vitality Jwl 1,4,99,400,40,A Decoration that boosts Health skills.,icon_jewel,1,0
2673,Fire Res Jwl 1,4,99,400,40,A Decoration that boosts Fire Res skills.,icon_jewel,1,0
2674,Nul-Fire Jwl 1,4,99,400,40,A Decoration that boosts Fire Res skills.,icon_jewel,1,0
2675,Water Res Jwl 1,4,99,400,40,A Decoration that boosts Water Res skills.,icon_jewel,6,0
2676,Nul-Water Jwl 1,4,99,400,40,A Decoration that boosts Water Res skills.,icon_jewel,6,0
2677,ThunderRes Jwl 1,4,99,400,40,A Decoration that boosts ThunderRes skills.,icon_jewel,4,0
2678,Nul-Thundr Jwl 1,4,99,400,40,A Decoration that boosts ThunderRes skills.,icon_jewel,4,0
2679,Ice Res Jwl 1,4,99,400,40,A Decoration that boosts Ice Res skills.,icon_jewel,3,0
2680,Nul-Ice Jwl 1,4,99,400,40,A Decoration that boosts Ice Res skills.,icon_jewel,3,0
2681,Dragon Res Jwl 1,4,99,400,40,A Decoration that boosts Dragon Res skills.,icon_jewel,5,0
2682,Nul-Dragon Jwl 1,4,99,400,40,A Decoration that boosts Dragon Res skills.,icon_jewel,5,0
2683,Resistor Jwl 1,4,99,400,40,A Decoration that boosts Blight Res skills.,icon_jewel,6,0
2684,Resistor Jwl 3,6,99,800,80,A Decoration that boosts Blight Res skills.,icon_jewel,6,0
2685,Blaze Jwl 1,4,99,400,40,A Decoration that boosts Fire Atk skills.,icon_jewel,1,0
2686,Blaze Jwl 2,5,99,800,80,A Decoration that boosts Fire Atk skills.,icon_jewel,1,0
2687,Stream Jwl 1,4,99,400,40,A Decoration that boosts Water Atk skills.,icon_jewel,6,0
2688,Stream Jwl 2,5,99,800,80,A Decoration that boosts Water Atk skills.,icon_jewel,6,0
2689,Bolt Jwl 1,4,99,400,40,A Decoration that boosts ThunderAtk skills.,icon_jewel,4,0
2690,Bolt Jwl 2,5,99,800,80,A Decoration that boosts ThunderAtk skills.,icon_jewel,4,0
2691,Frost Jwl 1,4,99,400,40,A Decoration that boosts Ice Atk skills.,icon_jewel,3,0
2692,Frost Jwl 2,5,99,800,80,A Decoration that boosts Ice Atk skills.,icon_jewel,3,0
2693,Dragon Jwl 1,4,99,400,40,A Decoration that boosts Dragon Atk skills.,icon_jewel,5,0
2694,Dragon Jwl 2,5,99,800,80,A Decoration that boosts Dragon Atk skills.,icon_jewel,5,0
2695,Element Jwl 1,4,99,400,40,A Decoration that boosts Elemental skills.,icon_jewel,8,0
2696,Element Jwl 3,6,99,800,80,A Decoration that boosts Elemental skills.,icon_jewel,8,0
2697,Disabler Jwl 1,4,99,400,40,A Decoration that boosts Status skills.,icon_jewel,8,0
2698,Disabler Jwl 2,5,99,800,80,A Decoration that boosts Status skills.,icon_jewel,8,0
2699,Grinder Jwl 1,4,99,400,40,A Decoration that boosts Sharpener skills.,icon_jewel,4,0
2700,Handicraft Jwl 1,4,99,400,40,A Decoration that boosts Handicraft skills. (Blademaster Only),icon_jewel,5,0
2701,Handicraft Jwl 3,6,99,800,80,A Decoration that boosts Handicraft skills. (Blademaster Only),icon_jewel,5,0
2702,Razor Jwl 1,4,99,400,40,A Decoration that boosts Sharpness skills. (Blademaster Only),icon_jewel,10,0
2703,Razor Jwl 3,6,99,800,80,A Decoration that boosts Sharpness skills. (Blademaster Only),icon_jewel,10,0
2704,Fencer Jwl 1,4,99,400,40,A Decoration that boosts Fencing skills.,icon_jewel,6,0
2705,Fencer Jwl 3,6,99,800,80,A Decoration that boosts Fencing skills.,icon_jewel,6,0
2706,Sharp Jwl 1,4,99,400,40,A Decoration that boosts Grinder skills.,icon_jewel,7,0
2707,Sharp Jwl 3,6,99,800,80,A Decoration that boosts Grinder skills.,icon_jewel,7,0
2708,Blunt Jwl 1,4,99,400,40,A Decoration that boosts Blunt skills. (Blademaster Only),icon_jewel,10,0
2709,Blunt Jwl 2,5,99,800,80,A Decoration that boosts Blunt skills. (Blademaster Only),icon_jewel,10,0
2710,Draw Jwl 1,4,99,400,40,A Decoration that boosts Crit Draw skills. (Blademaster Only),icon_jewel,1,0
2711,Draw Jwl 2,5,99,800,80,A Decoration that boosts Crit Draw skills. (Blademaster Only),icon_jewel,1,0
2712,Gambit Jwl 1,4,99,400,40,A Decoration that boosts Punish Draw skills. (Blademaster Only),icon_jewel,7,0
2713,Gambit Jwl 3,6,99,800,80,A Decoration that boosts Punish Draw skills. (Blademaster Only),icon_jewel,7,0
2714,Sheath Jwl 1,4,99,400,40,A Decoration that boosts Sheathing skills.,icon_jewel,6,0
2715,Sheath Jwl 2,5,99,800,80,A Decoration that boosts Sheathing skills.,icon_jewel,6,0
2716,Razor Sheath Jwl 1,4,99,400,40,A Decoration that boosts Sheathe Sharpen skills.,icon_jewel,4,0
2719,Bladescale Jwl 1,4,99,400,40,A Decoration that boosts Bladescale skills.,icon_jewel,4,0
2721,Bladescale Jwl 3,6,99,800,80,A Decoration that boosts Bladescale skills.,icon_jewel,4,0
2722,Quickload Jwl 1,4,99,400,40,A Decoration that boosts Reload Spd skills. (Gunner Only),icon_jewel,6,0
2723,Quickload Jwl 2,5,99,800,80,A Decoration that boosts Reload Spd skills. (Gunner Only),icon_jewel,6,0
2724,Absorber Jwl 1,4,99,400,40,A Decoration that boosts Recoil skills. (Gunner Only),icon_jewel,10,0
2725,Absorber Jwl 3,6,99,800,80,A Decoration that boosts Recoil skills. (Gunner Only),icon_jewel,10,0
2726,Sniper Jwl 1,4,99,400,40,A Decoration that boosts Precision skills. (Gunner Only),icon_jewel,0,0
2727,Forceshot Jwl 1,4,99,400,40,A Decoration that boosts Normal Up skills. (Gunner Only),icon_jewel,0,0
2728,Forceshot Jwl 3,6,99,800,80,A Decoration that boosts Normal Up skills. (Gunner Only),icon_jewel,0,0
2729,Pierce Jwl 1,4,99,400,40,A Decoration that boosts Pierce Up skills. (Gunner Only),icon_jewel,0,0
2730,Pierce Jwl 3,6,99,800,80,A Decoration that boosts Pierce Up skills. (Gunner Only),icon_jewel,0,0
2731,Pellet Jwl 1,4,99,400,40,A Decoration that boosts Pellet Up skills. (Gunner Only),icon_jewel,0,0
2732,Pellet Jwl 3,6,99,800,80,A Decoration that boosts Pellet Up skills. (Gunner Only),icon_jewel,0,0
2733,Heavyshot Jwl 1,4,99,400,40,A Decoration that boosts Heavy Up skills. (Gunner Only),icon_jewel,0,0
2734,Heavyshot Jwl 3,6,99,800,80,A Decoration that boosts Heavy Up skills. (Gunner Only),icon_jewel,0,0
2735,ShotPlus Jwl 1,4,99,400,40,A Decoration that boosts Normal S+ skills. (Gunner Only),icon_jewel,7,0
2736,ShotPlus Jwl 2,5,99,800,80,A Decoration that boosts Normal S+ skills. (Gunner Only),icon_jewel,7,0
2737,PiercePlus Jwl 1,4,99,400,40,A Decoration that boosts Pierce S+ skills. (Gunner Only),icon_jewel,7,0
2738,PelletPlus Jwl 1,4,99,400,40,A Decoration that boosts Pellet S+ skills. (Gunner Only),icon_jewel,7,0
2739,CragPlus Jwl 1,4,99,400,40,A Decoration that boosts Crag S+ skills. (Gunner Only),icon_jewel,7,0
2740,ClustPlus Jwl 1,4,99,400,40,A Decoration that boosts Clust S+ skills. (Gunner Only),icon_jewel,7,0
2741,ClustPlus Jwl 3,6,99,800,40,A Decoration that boosts Clust S+ skills. (Gunner Only),icon_jewel,7,0
2742,Poisoncoat Jwl 1,4,99,400,40,A Decoration that boosts Poison C+ skills. (Gunner Only),icon_jewel,5,0
2743,Paracoat Jwl 1,4,99,400,40,A Decoration that boosts Para C+ skills. (Gunner Only),icon_jewel,4,0
2744,Paracoat Jwl 2,5,99,800,80,A Decoration that boosts Para C+ skills. (Gunner Only),icon_jewel,4,0
2745,Sleep Jwl 1,4,99,400,40,A Decoration that boosts Sleep C+ skills. (Gunner Only),icon_jewel,6,0
2746,Powercoat Jwl 1,4,99,400,40,A Decoration that boosts Power C+ skills. (Gunner Only),icon_jewel,1,0
2747,Powercoat Jwl 2,5,99,800,80,A Decoration that boosts Power C+ skills. (Gunner Only),icon_jewel,1,0
2748,Elemcoat Jwl 1,4,99,400,40,A Decoration that boosts Elem C+ skills. (Gunner Only),icon_jewel,8,0
2749,Elemcoat Jwl 2,5,99,800,80,A Decoration that boosts Elem C+ skills. (Gunner Only),icon_jewel,8,0
2750,Rangecoat Jwl 1,4,99,400,40,A Decoration that boosts C.Range C+ skills. (Gunner Only),icon_jewel,0,0
2751,Draincoat Jwl 1,4,99,400,40,A Decoration that boosts Exhaust C+ skills. (Gunner Only),icon_jewel,4,0
2752,Blastcoat Jwl 1,4,99,400,40,A Decoration that boosts Blast C+ skills. (Gunner Only),icon_jewel,1,0
2753,Salvo Jwl 1,4,99,400,40,A Decoration that boosts Rapid Fire skills. (Gunner Only),icon_jewel,6,0
2754,Salvo Jwl 3,6,99,800,80,A Decoration that boosts Rapid Fire skills. (Gunner Only),icon_jewel,6,0
2755,Precise Jwl 1,4,99,400,40,A Decoration that boosts Dead Eye skills. (Gunner Only),icon_jewel,0,0
2756,Precise Jwl 2,5,99,800,80,A Decoration that boosts Dead Eye skills. (Gunner Only),icon_jewel,0,0
